id,edad,genero,sentimiento_serguridad,satisfaccion,covid_positivo,covid_prueba,covid_sintomas,covid_conocido_sintomas,covid_contacto_sintomas,covid_prevencion,covid_tratar,covid_atencion_puesto_salud,covid_desempleo,covid_depresion,covid_conflictos,covid_internados,covid_muerte,covid_higiene,servicio_agua,servicio_desague,servicio_telefono,servicio_internet,servicio_electricidad,cal_servicio_agua,cal_servicio_telefono,cal_servicio_internet,cal_servicio_electricidad,cal_servicio_basura,cal_servicio_seguridad,cal_servicio_mant_parq,cal_servicio_desague,muni_recojo_basura,muni_man_parques,tiempo_comercial,tiempo_cultural,tiempo_escuela,tiempo_universidad,tiempo_salud,tiempo_aux_rap,tiempo_via_principal,tiempo_iglesia,vivienda_m2,vivienda_m2_precio,vivienda_vivir_anios,vivienda_cuartos,vivienda_pisos,vivienda_banos,valoracion_vivienda,gasto_alimentos,gasto_vestido,gasto_edu,gasto_salud,gasto_transpor,gasto_diversion,alr_calles_pavimentadas,alr_zonas_verdes,alr_parques_recreativas,alr_auxilio_rap,jefe_ocu,distrito,zona,hogar_ingresos_cuantos,ingreso_familiar,f_menor18,f_hombre,f_mujer,idiomas,lugar_n
1,21,1,1,7,0,0,1,1,1,100,0,0,1,1,1,2,0,1,0,1,1,1,1,0,4,2,5,4,3,4,4,1,0,5.5,0,0,0,0,0,0,0,200,200,5,3,2,2,40000,1000,0,400,200,300,100,0,0,0,0,2,2, Azapampa,3,6000,2,1,1,2,Junin
1,21,1,1,7,0,0,1,1,1,100,0,0,1,1,1,2,0,1,0,1,1,1,1,0,4,2,5,4,3,4,4,1,0,0,25.5,0,0,0,25.5,0,0,200,200,5,3,2,2,40000,1000,0,400,200,300,100,0,0,0,0,2,2, Azapampa,3,6000,2,1,1,2,Junin
1,21,1,1,7,0,0,1,1,1,100,0,0,1,1,1,2,0,1,0,1,1,1,1,0,4,2,5,4,3,4,4,1,0,0,0,15.5,0,15.5,0,15.5,15.5,200,200,5,3,2,2,40000,1000,0,400,200,300,100,0,0,0,0,2,2, Azapampa,3,6000,2,1,1,2,Junin
1,21,1,1,7,0,0,1,1,1,100,0,0,1,1,1,2,0,1,0,1,1,1,1,0,4,2,5,4,3,4,4,1,0,0,0,0,90,0,0,0,0,200,200,5,3,2,2,40000,1000,0,400,200,300,100,0,0,0,0,2,2, Azapampa,3,6000,2,1,1,2,Junin
2,21,1,1,8,0,0,0,0,0,50,0,0,1,0,0,1,0,5,1,1,1,1,1,3,4,4,4,3,3,3,4,1,0,15.5,15.5,15.5,15.5,0,0,0,15.5,7,3000,2,2,1,1,21000,200,20,600,50,20,10,1,1,0,0,1,3, La esperanza,2,1000,3,1,1,1,Ayacucucho
2,21,1,1,8,0,0,0,0,0,50,0,0,1,0,0,1,0,5,1,1,1,1,1,3,4,4,4,3,3,3,4,1,0,0,0,0,0,5.5,5.5,5.5,0,7,3000,2,2,1,1,21000,200,20,600,50,20,10,1,1,0,0,1,3, La esperanza,2,1000,3,1,1,1,Ayacucucho
3,22,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,25.5,25.5,0,25.5,25.5,0,0,0,120,2000,5,3,2,2,240000,300,0,0,200,0,0,1,1,1,0,2,1, Cerrito la libertad,1,4500,0,1,1,3,Junin
3,22,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,5.5,0,0,0,5.5,0,120,2000,5,3,2,2,240000,300,0,0,200,0,0,1,1,1,0,2,1, Cerrito la libertad,1,4500,0,1,1,3,Junin
3,22,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,15.5,0,0,120,2000,5,3,2,2,240000,300,0,0,200,0,0,1,1,1,0,2,1, Cerrito la libertad,1,4500,0,1,1,3,Junin
3,22,1,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,45,120,2000,5,3,2,2,240000,300,0,0,200,0,0,1,1,1,0,2,1, Cerrito la libertad,1,4500,0,1,1,3,Junin
4,21,1,1,8,0,0,1,0,0,50,0,0,1,0,0,1,0,5,1,1,1,1,1,3,4,4,4,4,3,3,4,1,1,15.5,15.5,15.5,15.5,0,0,0,15.5,7,1000,2,2,1,1,7000,200,20,600,50,10,10,1,1,0,0,1,3, La esperanza,2,1000,3,1,1,1,Ayacucho
4,21,1,1,8,0,0,1,0,0,50,0,0,1,0,0,1,0,5,1,1,1,1,1,3,4,4,4,4,3,3,4,1,1,0,0,0,0,5.5,5.5,5.5,0,7,1000,2,2,1,1,7000,200,20,600,50,10,10,1,1,0,0,1,3, La esperanza,2,1000,3,1,1,1,Ayacucho
5,23,0,0,6,0,0,0,0,0,200,0,0,1,1,0,1,1,2,1,1,1,1,1,4,4,3,4,4,3,3,4,1,1,15.5,0,0,0,0,0,0,0,150,150,5,1,3,1,22500,200,0,200,200,0,50,1,0,1,0,2,2, Auray,4,1200,0,2,0,1,Junin
5,23,0,0,6,0,0,0,0,0,200,0,0,1,1,0,1,1,2,1,1,1,1,1,4,4,3,4,4,3,3,4,1,1,0,5.5,5.5,0,5.5,5.5,5.5,5.5,150,150,5,1,3,1,22500,200,0,200,200,0,50,1,0,1,0,2,2, Auray,4,1200,0,2,0,1,Junin
5,23,0,0,6,0,0,0,0,0,200,0,0,1,1,0,1,1,2,1,1,1,1,1,4,4,3,4,4,3,3,4,1,1,0,0,0,45,0,0,0,0,150,150,5,1,3,1,22500,200,0,200,200,0,50,1,0,1,0,2,2, Auray,4,1200,0,2,0,1,Junin
6,22,1,0,1,0,1,0,0,0,250,0,0,1,0,0,0,0,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,0,45,45,0,0,0,0,0,0,100,32,5,1,1,4,50000,750,15,20,100,0,0,0,0,0,0,1,3, Ciudad universitaria,2,4200,0,2,2,1,Junin
6,22,1,0,1,0,1,0,0,0,250,0,0,1,0,0,0,0,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,0,0,0,5.5,5.5,0,0,5.5,5.5,100,32,5,1,1,4,50000,750,15,20,100,0,0,0,0,0,0,1,3, Ciudad universitaria,2,4200,0,2,2,1,Junin
6,22,1,0,1,0,1,0,0,0,250,0,0,1,0,0,0,0,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,0,0,0,0,0,25.5,25.5,0,0,100,32,5,1,1,4,50000,750,15,20,100,0,0,0,0,0,0,1,3, Ciudad universitaria,2,4200,0,2,2,1,Junin
7,48,0,0,7,0,0,0,1,1,50,0,0,0,0,1,2,1,4,1,1,1,0,1,3,3,0,4,3,2,0,3,1,0,5.5,0,0,0,0,0,5.5,5.5,130,300,5,1,2,1,60000,400,0,100,50,30,0,0,0,0,0,2,2, Puzo,3,2500,0,2,4,2,Huancavelica
7,48,0,0,7,0,0,0,1,1,50,0,0,0,0,1,2,1,4,1,1,1,0,1,3,3,0,4,3,2,0,3,1,0,0,15.5,15.5,0,15.5,0,0,0,130,300,5,1,2,1,60000,400,0,100,50,30,0,0,0,0,0,2,2, Puzo,3,2500,0,2,4,2,Huancavelica
7,48,0,0,7,0,0,0,1,1,50,0,0,0,0,1,2,1,4,1,1,1,0,1,3,3,0,4,3,2,0,3,1,0,0,0,0,45,0,0,0,0,130,300,5,1,2,1,60000,400,0,100,50,30,0,0,0,0,0,2,2, Puzo,3,2500,0,2,4,2,Huancavelica
7,48,0,0,7,0,0,0,1,1,50,0,0,0,0,1,2,1,4,1,1,1,0,1,3,3,0,4,3,2,0,3,1,0,0,0,0,0,0,25.5,0,0,130,300,5,1,2,1,60000,400,0,100,50,30,0,0,0,0,0,2,2, Puzo,3,2500,0,2,4,2,Huancavelica
8,38,1,1,9,0,0,0,1,0,20,0,0,0,0,1,1,1,5,1,1,1,0,1,4,4,0,3,4,3,0,4,1,0,15.5,0,0,0,0,15.5,0,0,120,700,5,1,3,2,200000,500,100,150,20,50,0,1,0,0,0,1,2, Pishupyacun,2,2200,1,2,1,1,Junin
8,38,1,1,9,0,0,0,1,0,20,0,0,0,0,1,1,1,5,1,1,1,0,1,4,4,0,3,4,3,0,4,1,0,0,25.5,0,0,25.5,0,0,0,120,700,5,1,3,2,200000,500,100,150,20,50,0,1,0,0,0,1,2, Pishupyacun,2,2200,1,2,1,1,Junin
8,38,1,1,9,0,0,0,1,0,20,0,0,0,0,1,1,1,5,1,1,1,0,1,4,4,0,3,4,3,0,4,1,0,0,0,5.5,0,0,0,5.5,5.5,120,700,5,1,3,2,200000,500,100,150,20,50,0,1,0,0,0,1,2, Pishupyacun,2,2200,1,2,1,1,Junin
8,38,1,1,9,0,0,0,1,0,20,0,0,0,0,1,1,1,5,1,1,1,0,1,4,4,0,3,4,3,0,4,1,0,0,0,0,45,0,0,0,0,120,700,5,1,3,2,200000,500,100,150,20,50,0,1,0,0,0,1,2, Pishupyacun,2,2200,1,2,1,1,Junin
9,23,1,1,10,0,0,0,0,0,100,0,0,0,0,1,0,0,3,1,1,1,1,1,3,3,4,2,4,2,2,4,1,0,25.5,0,25.5,25.5,25.5,25.5,25.5,0,120,700,5,2,2,2,500000000,300,100,800,200,50,50,0,1,0,0,1,2, Puzo,1,1500,0,3,1,1,Huancayo
9,23,1,1,10,0,0,0,0,0,100,0,0,0,0,1,0,0,3,1,1,1,1,1,3,3,4,2,4,2,2,4,1,0,0,45,0,0,0,0,0,0,120,700,5,2,2,2,500000000,300,100,800,200,50,50,0,1,0,0,1,2, Puzo,1,1500,0,3,1,1,Huancayo
9,23,1,1,10,0,0,0,0,0,100,0,0,0,0,1,0,0,3,1,1,1,1,1,3,3,4,2,4,2,2,4,1,0,0,0,0,0,0,0,0,15.5,120,700,5,2,2,2,500000000,300,100,800,200,50,50,0,1,0,0,1,2, Puzo,1,1500,0,3,1,1,Huancayo
10,38,0,1,8,0,0,0,0,0,50,0,0,0,0,1,0,0,5,1,1,1,0,1,4,3,0,4,3,2,3,4,1,0,5.5,0,5.5,0,0,0,5.5,0,145,1200,5,1,3,2,180000,500,50,100,20,150,0,1,0,0,0,1,2, Pishupyacun,2,3000,1,2,1,1,Junin
10,38,0,1,8,0,0,0,0,0,50,0,0,0,0,1,0,0,5,1,1,1,0,1,4,3,0,4,3,2,3,4,1,0,0,25.5,0,0,25.5,25.5,0,0,145,1200,5,1,3,2,180000,500,50,100,20,150,0,1,0,0,0,1,2, Pishupyacun,2,3000,1,2,1,1,Junin
10,38,0,1,8,0,0,0,0,0,50,0,0,0,0,1,0,0,5,1,1,1,0,1,4,3,0,4,3,2,3,4,1,0,0,0,0,45,0,0,0,0,145,1200,5,1,3,2,180000,500,50,100,20,150,0,1,0,0,0,1,2, Pishupyacun,2,3000,1,2,1,1,Junin
10,38,0,1,8,0,0,0,0,0,50,0,0,0,0,1,0,0,5,1,1,1,0,1,4,3,0,4,3,2,3,4,1,0,0,0,0,0,0,0,0,15.5,145,1200,5,1,3,2,180000,500,50,100,20,150,0,1,0,0,0,1,2, Pishupyacun,2,3000,1,2,1,1,Junin
11,24,1,1,10,0,0,0,1,0,200,0,0,0,1,0,0,0,5,1,1,1,1,1,5,3,2,4,3,2,0,3,1,0,45,0,0,0,45,45,0,0,115,500,4,4,4,3,300000,400,100,100,100,100,50,0,1,1,0,1,2, Auquimarca,2,6000,0,3,0,2,Junin
11,24,1,1,10,0,0,0,1,0,200,0,0,0,1,0,0,0,5,1,1,1,1,1,5,3,2,4,3,2,0,3,1,0,0,25.5,0,0,0,0,0,25.5,115,500,4,4,4,3,300000,400,100,100,100,100,50,0,1,1,0,1,2, Auquimarca,2,6000,0,3,0,2,Junin
11,24,1,1,10,0,0,0,1,0,200,0,0,0,1,0,0,0,5,1,1,1,1,1,5,3,2,4,3,2,0,3,1,0,0,0,90,90,0,0,0,0,115,500,4,4,4,3,300000,400,100,100,100,100,50,0,1,1,0,1,2, Auquimarca,2,6000,0,3,0,2,Junin
11,24,1,1,10,0,0,0,1,0,200,0,0,0,1,0,0,0,5,1,1,1,1,1,5,3,2,4,3,2,0,3,1,0,0,0,0,0,0,0,5.5,0,115,500,4,4,4,3,300000,400,100,100,100,100,50,0,1,1,0,1,2, Auquimarca,2,6000,0,3,0,2,Junin
12,22,0,1,4,0,1,1,1,0,180,0,0,0,1,1,0,0,3,1,1,1,0,1,3,3,2,4,3,3,2,4,1,0,15.5,0,15.5,0,0,15.5,0,0,400,2000,5,1,2,1,80000,70,0,0,0,50,0,0,1,0,0,3,2, Auquimarca,1,150,0,2,1,1,Junin
12,22,0,1,4,0,1,1,1,0,180,0,0,0,1,1,0,0,3,1,1,1,0,1,3,3,2,4,3,3,2,4,1,0,0,45,0,0,0,0,0,0,400,2000,5,1,2,1,80000,70,0,0,0,50,0,0,1,0,0,3,2, Auquimarca,1,150,0,2,1,1,Junin
12,22,0,1,4,0,1,1,1,0,180,0,0,0,1,1,0,0,3,1,1,1,0,1,3,3,2,4,3,3,2,4,1,0,0,0,0,90,0,0,0,0,400,2000,5,1,2,1,80000,70,0,0,0,50,0,0,1,0,0,3,2, Auquimarca,1,150,0,2,1,1,Junin
12,22,0,1,4,0,1,1,1,0,180,0,0,0,1,1,0,0,3,1,1,1,0,1,3,3,2,4,3,3,2,4,1,0,0,0,0,0,25.5,0,0,25.5,400,2000,5,1,2,1,80000,70,0,0,0,50,0,0,1,0,0,3,2, Auquimarca,1,150,0,2,1,1,Junin
12,22,0,1,4,0,1,1,1,0,180,0,0,0,1,1,0,0,3,1,1,1,0,1,3,3,2,4,3,3,2,4,1,0,0,0,0,0,0,0,5.5,0,400,2000,5,1,2,1,80000,70,0,0,0,50,0,0,1,0,0,3,2, Auquimarca,1,150,0,2,1,1,Junin
13,22,1,1,7,0,0,0,1,1,100,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,2,4,1,2,3,4,0,0,25.5,0,0,0,0,0,0,0,80,320,5,3,1,1,25000,500,100,500,0,200,300,0,0,0,0,2,1, Cerrito la libertad,2,2000,0,3,1,1,Junin
13,22,1,1,7,0,0,0,1,1,100,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,2,4,1,2,3,4,0,0,0,45,0,45,0,0,0,0,80,320,5,3,1,1,25000,500,100,500,0,200,300,0,0,0,0,2,1, Cerrito la libertad,2,2000,0,3,1,1,Junin
13,22,1,1,7,0,0,0,1,1,100,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,2,4,1,2,3,4,0,0,0,0,15.5,0,15.5,15.5,0,0,80,320,5,3,1,1,25000,500,100,500,0,200,300,0,0,0,0,2,1, Cerrito la libertad,2,2000,0,3,1,1,Junin
13,22,1,1,7,0,0,0,1,1,100,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,2,4,1,2,3,4,0,0,0,0,0,0,0,0,5.5,5.5,80,320,5,3,1,1,25000,500,100,500,0,200,300,0,0,0,0,2,1, Cerrito la libertad,2,2000,0,3,1,1,Junin
14,23,1,1,4,0,1,0,1,0,0,0,0,0,1,1,0,1,2,1,1,1,1,1,3,4,3,3,2,2,2,3,1,1,5.5,0,0,0,5.5,0,5.5,5.5,150,300,5,1,3,1,150000,200,100,300,1500,30,300,0,0,0,0,4,1, Ocopilla,3,4000,2,3,3,1,Junin
14,23,1,1,4,0,1,0,1,0,0,0,0,0,1,1,0,1,2,1,1,1,1,1,3,4,3,3,2,2,2,3,1,1,0,15.5,15.5,0,0,0,0,0,150,300,5,1,3,1,150000,200,100,300,1500,30,300,0,0,0,0,4,1, Ocopilla,3,4000,2,3,3,1,Junin
14,23,1,1,4,0,1,0,1,0,0,0,0,0,1,1,0,1,2,1,1,1,1,1,3,4,3,3,2,2,2,3,1,1,0,0,0,25.5,0,25.5,0,0,150,300,5,1,3,1,150000,200,100,300,1500,30,300,0,0,0,0,4,1, Ocopilla,3,4000,2,3,3,1,Junin
15,22,1,1,9,0,0,0,0,0,50,0,0,0,0,1,0,0,0,1,1,1,1,1,4,5,5,5,5,4,4,4,1,1,5.5,5.5,5.5,0,5.5,5.5,5.5,5.5,90,3000,1,3,0,2,290000,400,0,100,200,50,40,1,1,1,0,2,1, Centro de huancayo,2,5000,0,2,1,3,Junin
15,22,1,1,9,0,0,0,0,0,50,0,0,0,0,1,0,0,0,1,1,1,1,1,4,5,5,5,5,4,4,4,1,1,0,0,0,15.5,0,0,0,0,90,3000,1,3,0,2,290000,400,0,100,200,50,40,1,1,1,0,2,1, Centro de huancayo,2,5000,0,2,1,3,Junin
16,24,0,0,5,0,0,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,4,1,1,4,1,0,25.5,25.5,25.5,0,25.5,0,25.5,25.5,100,200,5,5,1,1,20000,500,100,100,100,100,100,0,0,0,0,1,2, Azapampa,1,1000,1,2,2,1,Huancavelica
16,24,0,0,5,0,0,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,4,1,1,4,1,0,0,0,0,45,0,45,0,0,100,200,5,5,1,1,20000,500,100,100,100,100,100,0,0,0,0,1,2, Azapampa,1,1000,1,2,2,1,Huancavelica
17,60,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,350,1800,5,1,4,5,630,4000,2000,1200,1000,500,0,1,1,1,0,4,3, Incho,4,20000,2,0,3,1,Junin
18,19,1,0,5,0,0,0,1,0,0,0,0,0,1,0,2,2,5,1,1,0,0,1,3,0,0,3,3,3,3,3,1,0,25.5,25.5,25.5,25.5,0,25.5,25.5,25.5,90,100,3,2,1,1,9000,460,50,50,50,50,10,0,0,1,0,3,3, Aguas de virgenes,1,670,1,2,1,1,Junin
18,19,1,0,5,0,0,0,1,0,0,0,0,0,1,0,2,2,5,1,1,0,0,1,3,0,0,3,3,3,3,3,1,0,0,0,0,0,15.5,0,0,0,90,100,3,2,1,1,9000,460,50,50,50,50,10,0,0,1,0,3,3, Aguas de virgenes,1,670,1,2,1,1,Junin
19,23,0,1,7,0,0,0,1,0,100,0,0,0,0,1,0,1,4,1,1,1,1,1,4,3,3,4,3,4,3,4,1,1,15.5,15.5,0,15.5,0,0,0,0,60,1000,5,3,4,1,60000,600,0,500,100,0,0,0,0,1,0,2,3, Lamblaspata,1,0,0,2,2,2,Junin
19,23,0,1,7,0,0,0,1,0,100,0,0,0,0,1,0,1,4,1,1,1,1,1,4,3,3,4,3,4,3,4,1,1,0,0,5.5,0,5.5,5.5,5.5,5.5,60,1000,5,3,4,1,60000,600,0,500,100,0,0,0,0,1,0,2,3, Lamblaspata,1,0,0,2,2,2,Junin
20,34,1,0,6,0,0,0,1,1,50,0,0,0,0,0,0,0,4,1,1,1,1,1,4,4,4,4,3,3,3,4,1,0,15.5,15.5,0,15.5,15.5,15.5,0,15.5,40,400,1,2,3,0,120000,500,100,100,50,200,50,1,0,0,0,1,3, Los andes,1,1800,3,0,0,1,Junin
20,34,1,0,6,0,0,0,1,1,50,0,0,0,0,0,0,0,4,1,1,1,1,1,4,4,4,4,3,3,3,4,1,0,0,0,5.5,0,0,0,5.5,0,40,400,1,2,3,0,120000,500,100,100,50,200,50,1,0,0,0,1,3, Los andes,1,1800,3,0,0,1,Junin
21,24,1,1,8,0,1,0,0,0,200,0,0,0,0,0,0,0,2,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,15.5,15.5,15.5,15.5,15.5,15.5,0,0,100,900,5,5,3,2,90000,600,200,1000,300,200,100,1,1,1,0,1,3, La esperanza,4,4000,0,3,1,1,Junin
21,24,1,1,8,0,1,0,0,0,200,0,0,0,0,0,0,0,2,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,5.5,0,100,900,5,5,3,2,90000,600,200,1000,300,200,100,1,1,1,0,1,3, La esperanza,4,4000,0,3,1,1,Junin
21,24,1,1,8,0,1,0,0,0,200,0,0,0,0,0,0,0,2,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,25.5,100,900,5,5,3,2,90000,600,200,1000,300,200,100,1,1,1,0,1,3, La esperanza,4,4000,0,3,1,1,Junin
22,23,0,1,7,0,0,0,0,0,100,0,0,0,0,1,0,0,5,1,1,1,1,1,4,3,3,4,3,3,3,4,1,1,25.5,25.5,25.5,0,25.5,25.5,25.5,0,200,200,5,2,2,1,40000,700,100,400,100,800,100,1,1,0,0,1,2, Azapampa,2,3000,1,0,3,2,Huancayo
22,23,0,1,7,0,0,0,0,0,100,0,0,0,0,1,0,0,5,1,1,1,1,1,4,3,3,4,3,3,3,4,1,1,0,0,0,45,0,0,0,45,200,200,5,2,2,1,40000,700,100,400,100,800,100,1,1,0,0,1,2, Azapampa,2,3000,1,0,3,2,Huancayo
23,25,1,1,8,0,0,1,1,1,100,0,0,1,1,0,1,0,5,1,1,0,0,1,5,4,0,4,4,4,4,5,1,1,25.5,0,0,0,0,25.5,0,25.5,100,500,1,4,3,2,50000,500,100,100,100,100,100,0,0,1,0,2,1, Centro de huancayo,3,5000,0,2,1,2,Junin
23,25,1,1,8,0,0,1,1,1,100,0,0,1,1,0,1,0,5,1,1,0,0,1,5,4,0,4,4,4,4,5,1,1,0,15.5,15.5,15.5,15.5,0,15.5,0,100,500,1,4,3,2,50000,500,100,100,100,100,100,0,0,1,0,2,1, Centro de huancayo,3,5000,0,2,1,2,Junin
24,23,0,1,8,0,1,0,1,1,80,0,0,0,0,0,1,1,5,1,1,1,1,1,3,3,3,4,3,4,2,4,1,0,25.5,0,0,0,0,0,0,25.5,80,200,5,4,2,1,10000,100,50,10,80,20,0,1,0,0,0,1,2, Puzo,4,2000,0,1,3,1,Junin
24,23,0,1,8,0,1,0,1,1,80,0,0,0,0,0,1,1,5,1,1,1,1,1,3,3,3,4,3,4,2,4,1,0,0,45,0,0,0,0,0,0,80,200,5,4,2,1,10000,100,50,10,80,20,0,1,0,0,0,1,2, Puzo,4,2000,0,1,3,1,Junin
24,23,0,1,8,0,1,0,1,1,80,0,0,0,0,0,1,1,5,1,1,1,1,1,3,3,3,4,3,4,2,4,1,0,0,0,90,90,0,0,0,0,80,200,5,4,2,1,10000,100,50,10,80,20,0,1,0,0,0,1,2, Puzo,4,2000,0,1,3,1,Junin
24,23,0,1,8,0,1,0,1,1,80,0,0,0,0,0,1,1,5,1,1,1,1,1,3,3,3,4,3,4,2,4,1,0,0,0,0,0,15.5,15.5,15.5,0,80,200,5,4,2,1,10000,100,50,10,80,20,0,1,0,0,0,1,2, Puzo,4,2000,0,1,3,1,Junin
25,26,0,1,9,0,1,0,1,0,200,0,0,0,1,1,0,0,4,1,1,1,1,1,5,4,4,5,4,4,4,5,1,1,15.5,15.5,15.5,0,0,0,0,0,92,1000,5,3,2,3,150000,400,200,300,200,500,150,0,1,1,0,1,1, Yauris,3,6730,0,0,3,1,Junin
25,26,0,1,9,0,1,0,1,0,200,0,0,0,1,1,0,0,4,1,1,1,1,1,5,4,4,5,4,4,4,5,1,1,0,0,0,25.5,0,0,0,0,92,1000,5,3,2,3,150000,400,200,300,200,500,150,0,1,1,0,1,1, Yauris,3,6730,0,0,3,1,Junin
25,26,0,1,9,0,1,0,1,0,200,0,0,0,1,1,0,0,4,1,1,1,1,1,5,4,4,5,4,4,4,5,1,1,0,0,0,0,5.5,5.5,5.5,5.5,92,1000,5,3,2,3,150000,400,200,300,200,500,150,0,1,1,0,1,1, Yauris,3,6730,0,0,3,1,Junin
26,31,1,1,7,0,1,0,0,0,100,0,0,0,0,1,0,0,2,1,1,0,0,1,3,3,3,3,3,3,3,3,1,0,5.5,5.5,5.5,0,0,5.5,5.5,5.5,15,750,1,2,3,2,50000000,459,200,100,100,100,100,1,0,1,0,1,1, Centro de huancayo,1,1500,0,0,1,1,San martin
26,31,1,1,7,0,1,0,0,0,100,0,0,0,0,1,0,0,2,1,1,0,0,1,3,3,3,3,3,3,3,3,1,0,0,0,0,15.5,15.5,0,0,0,15,750,1,2,3,2,50000000,459,200,100,100,100,100,1,0,1,0,1,1, Centro de huancayo,1,1500,0,0,1,1,San martin
27,29,0,0,7,0,1,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,3,3,3,4,1,1,25.5,0,0,0,25.5,0,0,0,100,1000,5,1,4,3,250000,2000,500,1500,500,500,300,1,1,1,0,4,3, La esperanza,4,6000,0,3,2,2,Junin
27,29,0,0,7,0,1,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,3,3,3,4,1,1,0,45,0,0,0,0,0,0,100,1000,5,1,4,3,250000,2000,500,1500,500,500,300,1,1,1,0,4,3, La esperanza,4,6000,0,3,2,2,Junin
27,29,0,0,7,0,1,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,3,3,3,4,1,1,0,0,15.5,15.5,0,0,15.5,0,100,1000,5,1,4,3,250000,2000,500,1500,500,500,300,1,1,1,0,4,3, La esperanza,4,6000,0,3,2,2,Junin
27,29,0,0,7,0,1,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,3,3,3,4,1,1,0,0,0,0,0,5.5,0,5.5,100,1000,5,1,4,3,250000,2000,500,1500,500,500,300,1,1,1,0,4,3, La esperanza,4,6000,0,3,2,2,Junin
28,24,0,1,7,0,0,0,1,0,10,0,0,0,0,0,0,0,3,1,1,1,1,1,4,4,4,4,5,4,3,3,1,1,5.5,5.5,5.5,0,5.5,5.5,5.5,5.5,15,300,5,1,2,1,3000,120,10,10,95,0,0,0,0,0,0,3,1, Centro de huancayo,1,500,0,0,2,1,Junin
28,24,0,1,7,0,0,0,1,0,10,0,0,0,0,0,0,0,3,1,1,1,1,1,4,4,4,4,5,4,3,3,1,1,0,0,0,45,0,0,0,0,15,300,5,1,2,1,3000,120,10,10,95,0,0,0,0,0,0,3,1, Centro de huancayo,1,500,0,0,2,1,Junin
29,31,0,1,4,0,0,0,1,0,300,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,4,4,5,4,4,4,1,1,5.5,5.5,5.5,0,0,0,5.5,5.5,400,5250,1,1,3,4,2100000,1000,1000,200,100,0,300,1,1,1,0,2,1, Centro de huancayo,2,6000,1,0,0,2,Lima
29,31,0,1,4,0,0,0,1,0,300,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,4,4,5,4,4,4,1,1,0,0,0,15.5,15.5,15.5,0,0,400,5250,1,1,3,4,2100000,1000,1000,200,100,0,300,1,1,1,0,2,1, Centro de huancayo,2,6000,1,0,0,2,Lima
30,31,0,1,10,0,0,0,1,1,0,0,0,1,0,0,1,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,100,500,5,4,2,2,60000,800,100,200,200,500,200,1,0,1,0,1,3, Ciudad universitaria,2,2000,1,1,2,1,Huancayo
31,59,0,1,8,0,0,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,4,3,3,4,1,1,15.5,15.5,0,0,0,0,0,15.5,80,5000,5,1,2,4,400000,2000,300,400,300,100,200,1,1,0,1,1,1, Centro de huancayo,3,12000,0,1,3,1,Lima
31,59,0,1,8,0,0,0,1,0,200,0,0,0,0,0,0,0,5,1,1,1,1,1,4,4,4,4,4,3,3,4,1,1,0,0,5.5,0,5.5,5.5,5.5,0,80,5000,5,1,2,4,400000,2000,300,400,300,100,200,1,1,0,1,1,1, Centro de huancayo,3,12000,0,1,3,1,Lima
