id,edad,genero,sentimiento_serguridad,satisfaccion,covid_positivo,covid_prueba,covid_sintomas,covid_conocido_sintomas,covid_contacto_sintomas,covid_prevencion,covid_tratar,covid_atencion_puesto_salud,covid_desempleo,covid_depresion,covid_conflictos,covid_internados,covid_muerte,covid_higiene,servicio_agua,servicio_desague,servicio_telefono,servicio_internet,servicio_electricidad,cal_servicio_agua,cal_servicio_telefono,cal_servicio_internet,cal_servicio_electricidad,cal_servicio_basura,cal_servicio_seguridad,cal_servicio_mant_parq,cal_servicio_desague,muni_recojo_basura,muni_man_parques,tiempo_comercial,tiempo_cultural,tiempo_escuela,tiempo_universidad,tiempo_salud,tiempo_aux_rap,tiempo_via_principal,tiempo_iglesia,vivienda_m2,vivienda_m2_precio,vivienda_vivir_anios,vivienda_cuartos,vivienda_pisos,vivienda_banos,valoracion_vivienda,gasto_alimentos,gasto_vestido,gasto_edu,gasto_salud,gasto_transpor,gasto_diversion,alr_calles_pavimentadas,alr_zonas_verdes,alr_parques_recreativas,alr_auxilio_rap,jefe_ocu,distrito,zona,hogar_ingresos_cuantos,ingreso_familiar,f_menor18,f_hombre,f_mujer,idiomas,lugar_n
238,26,0,0,3,0,1,0,0,0,1000,500,0,1,1,0,0,1,3,1,1,0,1,1,4,3,2,4,4,2,3,3,1,1,0,0,0,45,0,0,0,0,120,1200,5,1,4,4,144000,1000,300,1000,500,100,100,1,1,0,1,1,2, Auquimarca,4,3000,3,3,5,1,Junin
238,26,0,0,3,0,1,0,0,0,1000,500,0,1,1,0,0,1,3,1,1,0,1,1,4,3,2,4,4,2,3,3,1,1,0,0,0,0,15.5,0,0,0,120,1200,5,1,4,4,144000,1000,300,1000,500,100,100,1,1,0,1,1,2, Auquimarca,4,3000,3,3,5,1,Junin
239,26,1,1,5,0,0,0,1,0,200,0,0,0,0,0,2,0,5,1,1,1,1,1,3,3,2,3,4,4,3,2,1,1,5.5,0,5.5,5.5,5.5,5.5,5.5,0,180,3500,5,3,2,2,630,1000,0,500,200,100,20,1,1,1,1,2,1, San carlos,3,2000,4,4,2,1,Huancayo
239,26,1,1,5,0,0,0,1,0,200,0,0,0,0,0,2,0,5,1,1,1,1,1,3,3,2,3,4,4,3,2,1,1,0,15.5,0,0,0,0,0,15.5,180,3500,5,3,2,2,630,1000,0,500,200,100,20,1,1,1,1,2,1, San carlos,3,2000,4,4,2,1,Huancayo
240,25,0,1,7,0,0,0,0,0,100,100,0,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,4,4,4,4,1,1,15.5,15.5,0,15.5,15.5,15.5,15.5,0,700,1000,3,3,3,1,700000,400,100,100,100,100,10,1,1,1,1,1,2, Azapampa,1,1000,0,1,1,3,Junin
240,25,0,1,7,0,0,0,0,0,100,100,0,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,4,4,4,4,1,1,0,0,5.5,0,0,0,0,5.5,700,1000,3,3,3,1,700000,400,100,100,100,100,10,1,1,1,1,1,2, Azapampa,1,1000,0,1,1,3,Junin
241,25,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,25.5,25.5,25.5,0,25.5,25.5,25.5,25.5,300,1000,5,1,5,5,1000000,1000,500,1000,3000,300,600,0,0,0,0,2,3, La esperanza,0,15000,0,2,2,1,Huancayo
241,25,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,0,0,0,15.5,0,0,0,0,300,1000,5,1,5,5,1000000,1000,500,1000,3000,300,600,0,0,0,0,2,3, La esperanza,0,15000,0,2,2,1,Huancayo
242,26,0,1,9,0,0,0,1,0,100,0,0,1,0,0,1,0,5,1,1,0,0,1,3,3,0,3,3,3,3,3,1,1,25.5,25.5,0,0,0,0,0,0,120,2500,5,1,3,1,718000,840,0,0,100,0,0,1,1,1,1,1,3, Los andes,3,1000,0,1,3,1,Julcan
242,26,0,1,9,0,0,0,1,0,100,0,0,1,0,0,1,0,5,1,1,0,0,1,3,3,0,3,3,3,3,3,1,1,0,0,5.5,0,5.5,5.5,5.5,5.5,120,2500,5,1,3,1,718000,840,0,0,100,0,0,1,1,1,1,1,3, Los andes,3,1000,0,1,3,1,Julcan
242,26,0,1,9,0,0,0,1,0,100,0,0,1,0,0,1,0,5,1,1,0,0,1,3,3,0,3,3,3,3,3,1,1,0,0,0,45,0,0,0,0,120,2500,5,1,3,1,718000,840,0,0,100,0,0,1,1,1,1,1,3, Los andes,3,1000,0,1,3,1,Julcan
243,27,1,1,7,1,0,0,0,0,50,50,0,0,0,0,0,0,3,1,1,1,1,1,3,3,3,2,3,3,3,4,1,1,5.5,0,5.5,0,5.5,0,5.5,5.5,50,1000,5,4,1,2,70000,500,200,0,100,50,50,1,1,1,1,1,3, Ciudad universitaria,2,1600,0,3,1,2,Junin
243,27,1,1,7,1,0,0,0,0,50,50,0,0,0,0,0,0,3,1,1,1,1,1,3,3,3,2,3,3,3,4,1,1,0,15.5,0,15.5,0,15.5,0,0,50,1000,5,4,1,2,70000,500,200,0,100,50,50,1,1,1,1,1,3, Ciudad universitaria,2,1600,0,3,1,2,Junin
244,27,1,0,6,0,0,0,0,1,100,0,0,1,1,1,0,0,2,1,1,0,0,1,1,1,1,3,3,3,0,3,1,0,90,90,0,90,0,0,0,0,200,700,5,1,3,2,140000,1000,0,0,200,500,0,0,0,0,0,1,2, Azapampa,2,1500,4,2,2,4,Sapallanga
244,27,1,0,6,0,0,0,0,1,100,0,0,1,1,1,0,0,2,1,1,0,0,1,1,1,1,3,3,3,0,3,1,0,0,0,45,0,0,0,0,0,200,700,5,1,3,2,140000,1000,0,0,200,500,0,0,0,0,0,1,2, Azapampa,2,1500,4,2,2,4,Sapallanga
244,27,1,0,6,0,0,0,0,1,100,0,0,1,1,1,0,0,2,1,1,0,0,1,1,1,1,3,3,3,0,3,1,0,0,0,0,0,5.5,5.5,0,5.5,200,700,5,1,3,2,140000,1000,0,0,200,500,0,0,0,0,0,1,2, Azapampa,2,1500,4,2,2,4,Sapallanga
244,27,1,0,6,0,0,0,0,1,100,0,0,1,1,1,0,0,2,1,1,0,0,1,1,1,1,3,3,3,0,3,1,0,0,0,0,0,0,0,15.5,0,200,700,5,1,3,2,140000,1000,0,0,200,500,0,0,0,0,0,1,2, Azapampa,2,1500,4,2,2,4,Sapallanga
245,28,1,1,8,0,1,0,1,0,100,0,0,0,1,1,0,0,3,1,1,0,0,1,5,4,0,4,4,4,4,4,1,1,5.5,0,5.5,0,0,0,5.5,0,120,500,2,3,1,1,60000,450,80,20,50,100,10,1,1,1,1,1,2, La esperanza,1,1000,1,2,1,1,Huancayo
245,28,1,1,8,0,1,0,1,0,100,0,0,0,1,1,0,0,3,1,1,0,0,1,5,4,0,4,4,4,4,4,1,1,0,25.5,0,0,25.5,0,0,0,120,500,2,3,1,1,60000,450,80,20,50,100,10,1,1,1,1,1,2, La esperanza,1,1000,1,2,1,1,Huancayo
245,28,1,1,8,0,1,0,1,0,100,0,0,0,1,1,0,0,3,1,1,0,0,1,5,4,0,4,4,4,4,4,1,1,0,0,0,90,0,0,0,0,120,500,2,3,1,1,60000,450,80,20,50,100,10,1,1,1,1,1,2, La esperanza,1,1000,1,2,1,1,Huancayo
245,28,1,1,8,0,1,0,1,0,100,0,0,0,1,1,0,0,3,1,1,0,0,1,5,4,0,4,4,4,4,4,1,1,0,0,0,0,0,15.5,0,15.5,120,500,2,3,1,1,60000,450,80,20,50,100,10,1,1,1,1,1,2, La esperanza,1,1000,1,2,1,1,Huancayo
246,25,1,1,10,0,0,1,1,1,500,0,1,1,0,0,0,0,5,1,1,1,1,1,5,5,3,5,5,5,5,5,1,1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,550,6000,5,1,2,3,300000,1500,0,0,0,200,0,1,1,1,1,1,3, Umuto,4,10000,1,3,2,2,Lima
247,24,1,1,8,0,0,0,1,0,200,0,0,0,0,0,0,0,4,1,1,0,1,1,4,3,3,4,3,2,3,4,1,1,45,45,0,45,45,0,0,0,80,300,5,4,2,1,50000,300,80,900,100,0,0,0,1,1,0,1,3, Ciudad universitaria,2,7000,0,1,1,1,Junin
247,24,1,1,8,0,0,0,1,0,200,0,0,0,0,0,0,0,4,1,1,0,1,1,4,3,3,4,3,2,3,4,1,1,0,0,25.5,0,0,0,0,0,80,300,5,4,2,1,50000,300,80,900,100,0,0,0,1,1,0,1,3, Ciudad universitaria,2,7000,0,1,1,1,Junin
247,24,1,1,8,0,0,0,1,0,200,0,0,0,0,0,0,0,4,1,1,0,1,1,4,3,3,4,3,2,3,4,1,1,0,0,0,0,0,15.5,0,0,80,300,5,4,2,1,50000,300,80,900,100,0,0,0,1,1,0,1,3, Ciudad universitaria,2,7000,0,1,1,1,Junin
247,24,1,1,8,0,0,0,1,0,200,0,0,0,0,0,0,0,4,1,1,0,1,1,4,3,3,4,3,2,3,4,1,1,0,0,0,0,0,0,5.5,5.5,80,300,5,4,2,1,50000,300,80,900,100,0,0,0,1,1,0,1,3, Ciudad universitaria,2,7000,0,1,1,1,Junin
248,25,1,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,4,3,3,5,4,4,4,4,1,1,25.5,25.5,25.5,25.5,0,0,0,0,80,300,1,4,1,2,100000,500,200,800,200,100,100,1,1,1,1,1,3, Pio pata,2,5000,0,2,1,3,Junin
248,25,1,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,4,3,3,5,4,4,4,4,1,1,0,0,0,0,5.5,5.5,5.5,0,80,300,1,4,1,2,100000,500,200,800,200,100,100,1,1,1,1,1,3, Pio pata,2,5000,0,2,1,3,Junin
248,25,1,1,8,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,4,3,3,5,4,4,4,4,1,1,0,0,0,0,0,0,0,15.5,80,300,1,4,1,2,100000,500,200,800,200,100,100,1,1,1,1,1,3, Pio pata,2,5000,0,2,1,3,Junin
249,25,1,1,8,0,0,1,1,1,300,0,0,0,1,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,25.5,25.5,25.5,0,25.5,0,0,0,60,100,5,5,2,2,0,600,200,200,0,50,200,1,0,0,1,2,1, Centro de huancayo,3,3000,1,1,2,2,Huancayo
249,25,1,1,8,0,0,1,1,1,300,0,0,0,1,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,45,0,0,0,0,60,100,5,5,2,2,0,600,200,200,0,50,200,1,0,0,1,2,1, Centro de huancayo,3,3000,1,1,2,2,Huancayo
249,25,1,1,8,0,0,1,1,1,300,0,0,0,1,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,15.5,0,15.5,60,100,5,5,2,2,0,600,200,200,0,50,200,1,0,0,1,2,1, Centro de huancayo,3,3000,1,1,2,2,Huancayo
249,25,1,1,8,0,0,1,1,1,300,0,0,0,1,1,0,0,5,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,5.5,0,60,100,5,5,2,2,0,600,200,200,0,50,200,1,0,0,1,2,1, Centro de huancayo,3,3000,1,1,2,2,Huancayo
250,26,1,1,7,0,0,0,1,0,0,0,0,1,1,1,4,1,1,1,1,0,1,1,4,2,2,4,3,3,1,4,1,0,90,90,0,0,0,0,0,0,42,1,5,5,2,3,42,400,100,100,50,35,25,0,0,1,0,2,3, Jupavi,3,1000,0,2,2,1,La libertad
250,26,1,1,7,0,0,0,1,0,0,0,0,1,1,1,4,1,1,1,1,0,1,1,4,2,2,4,3,3,1,4,1,0,0,0,5.5,5.5,5.5,0,5.5,5.5,42,1,5,5,2,3,42,400,100,100,50,35,25,0,0,1,0,2,3, Jupavi,3,1000,0,2,2,1,La libertad
250,26,1,1,7,0,0,0,1,0,0,0,0,1,1,1,4,1,1,1,1,0,1,1,4,2,2,4,3,3,1,4,1,0,0,0,0,0,0,15.5,0,0,42,1,5,5,2,3,42,400,100,100,50,35,25,0,0,1,0,2,3, Jupavi,3,1000,0,2,2,1,La libertad
251,28,0,1,6,0,0,0,0,0,200,100,0,0,0,0,0,0,4,1,1,1,1,1,4,4,4,4,3,2,2,4,1,0,25.5,25.5,0,0,0,0,0,0,120,350,5,1,3,3,70000,500,200,150,200,200,100,0,0,1,1,1,3, Ciudad universitaria,4,5000,2,2,4,1,Junin
251,28,0,1,6,0,0,0,0,0,200,100,0,0,0,0,0,0,4,1,1,1,1,1,4,4,4,4,3,2,2,4,1,0,0,0,15.5,0,15.5,0,0,0,120,350,5,1,3,3,70000,500,200,150,200,200,100,0,0,1,1,1,3, Ciudad universitaria,4,5000,2,2,4,1,Junin
251,28,0,1,6,0,0,0,0,0,200,100,0,0,0,0,0,0,4,1,1,1,1,1,4,4,4,4,3,2,2,4,1,0,0,0,0,5.5,0,5.5,5.5,5.5,120,350,5,1,3,3,70000,500,200,150,200,200,100,0,0,1,1,1,3, Ciudad universitaria,4,5000,2,2,4,1,Junin
252,24,0,0,5,0,1,0,1,1,3000,0,0,0,0,0,1,0,5,1,1,0,0,1,0,2,2,4,3,2,2,2,1,1,15.5,15.5,15.5,0,15.5,15.5,0,0,300,800,5,0,1,1,240000,400,0,0,2000,0,0,1,0,0,0,2,1, Centro de huancayo,4,5000,0,2,2,2,Huancayo
252,24,0,0,5,0,1,0,1,1,3000,0,0,0,0,0,1,0,5,1,1,0,0,1,0,2,2,4,3,2,2,2,1,1,0,0,0,25.5,0,0,0,25.5,300,800,5,0,1,1,240000,400,0,0,2000,0,0,1,0,0,0,2,1, Centro de huancayo,4,5000,0,2,2,2,Huancayo
252,24,0,0,5,0,1,0,1,1,3000,0,0,0,0,0,1,0,5,1,1,0,0,1,0,2,2,4,3,2,2,2,1,1,0,0,0,0,0,0,5.5,0,300,800,5,0,1,1,240000,400,0,0,2000,0,0,1,0,0,0,2,1, Centro de huancayo,4,5000,0,2,2,2,Huancayo
253,51,0,1,10,0,0,0,1,0,100,300,0,0,1,1,0,0,5,1,1,1,1,1,4,3,2,5,3,3,3,4,1,1,45,45,45,0,0,45,0,0,120,500000,5,5,3,3,500000,200,100,100,100,100,100,1,1,1,0,1,3, Umuto,2,950,1,2,2,1,Huancayo
253,51,0,1,10,0,0,0,1,0,100,300,0,0,1,1,0,0,5,1,1,1,1,1,4,3,2,5,3,3,3,4,1,1,0,0,0,25.5,25.5,0,0,25.5,120,500000,5,5,3,3,500000,200,100,100,100,100,100,1,1,1,0,1,3, Umuto,2,950,1,2,2,1,Huancayo
253,51,0,1,10,0,0,0,1,0,100,300,0,0,1,1,0,0,5,1,1,1,1,1,4,3,2,5,3,3,3,4,1,1,0,0,0,0,0,0,15.5,0,120,500000,5,5,3,3,500000,200,100,100,100,100,100,1,1,1,0,1,3, Umuto,2,950,1,2,2,1,Huancayo
254,30,1,1,10,0,0,0,1,1,100,0,0,1,0,0,0,0,5,1,1,0,1,1,3,3,3,3,3,3,3,3,1,1,5.5,0,5.5,0,0,0,5.5,5.5,160,400,5,2,1,1,60,200,100,200,200,100,50,0,1,1,0,2,2, Azapampa,5,1000,0,2,4,2,Huancayo
254,30,1,1,10,0,0,0,1,1,100,0,0,1,0,0,0,0,5,1,1,0,1,1,3,3,3,3,3,3,3,3,1,1,0,15.5,0,0,15.5,15.5,0,0,160,400,5,2,1,1,60,200,100,200,200,100,50,0,1,1,0,2,2, Azapampa,5,1000,0,2,4,2,Huancayo
254,30,1,1,10,0,0,0,1,1,100,0,0,1,0,0,0,0,5,1,1,0,1,1,3,3,3,3,3,3,3,3,1,1,0,0,0,25.5,0,0,0,0,160,400,5,2,1,1,60,200,100,200,200,100,50,0,1,1,0,2,2, Azapampa,5,1000,0,2,4,2,Huancayo
255,26,0,1,7,1,1,0,1,0,1500,1500,1,0,0,1,0,0,5,1,1,0,0,1,4,3,1,2,2,1,1,2,1,0,5.5,0,0,0,0,0,5.5,5.5,400,400,5,3,1,1,160000,300,100,500,200,200,0,1,0,1,0,2,3, Saños grande,2,1500,1,1,2,1,Huancayo
255,26,0,1,7,1,1,0,1,0,1500,1500,1,0,0,1,0,0,5,1,1,0,0,1,4,3,1,2,2,1,1,2,1,0,0,25.5,25.5,0,0,0,0,0,400,400,5,3,1,1,160000,300,100,500,200,200,0,1,0,1,0,2,3, Saños grande,2,1500,1,1,2,1,Huancayo
255,26,0,1,7,1,1,0,1,0,1500,1500,1,0,0,1,0,0,5,1,1,0,0,1,4,3,1,2,2,1,1,2,1,0,0,0,0,15.5,15.5,15.5,0,0,400,400,5,3,1,1,160000,300,100,500,200,200,0,1,0,1,0,2,3, Saños grande,2,1500,1,1,2,1,Huancayo
256,21,1,1,8,0,0,0,1,0,2500,0,0,1,0,0,0,0,5,1,1,0,1,1,4,4,4,4,3,3,2,4,1,0,15.5,15.5,15.5,0,0,0,0,0,60,350,5,4,1,1,21000,500,200,150,140,120,0,0,1,1,0,2,2, Azapampa,2,2000,2,2,1,1,Huancavelica
256,21,1,1,8,0,0,0,1,0,2500,0,0,1,0,0,0,0,5,1,1,0,1,1,4,4,4,4,3,3,2,4,1,0,0,0,0,45,0,0,0,0,60,350,5,4,1,1,21000,500,200,150,140,120,0,0,1,1,0,2,2, Azapampa,2,2000,2,2,1,1,Huancavelica
256,21,1,1,8,0,0,0,1,0,2500,0,0,1,0,0,0,0,5,1,1,0,1,1,4,4,4,4,3,3,2,4,1,0,0,0,0,0,25.5,0,0,25.5,60,350,5,4,1,1,21000,500,200,150,140,120,0,0,1,1,0,2,2, Azapampa,2,2000,2,2,1,1,Huancavelica
256,21,1,1,8,0,0,0,1,0,2500,0,0,1,0,0,0,0,5,1,1,0,1,1,4,4,4,4,3,3,2,4,1,0,0,0,0,0,0,5.5,5.5,0,60,350,5,4,1,1,21000,500,200,150,140,120,0,0,1,1,0,2,2, Azapampa,2,2000,2,2,1,1,Huancavelica
257,33,1,1,8,0,0,0,1,0,400,0,0,1,1,1,1,0,5,1,1,0,1,1,4,4,4,5,4,4,4,4,1,1,15.5,0,0,0,15.5,0,0,15.5,60,200,5,5,4,4,12000,500,500,600,400,500,100,1,1,1,1,1,3, Pio pata,1,3000,1,1,1,1,Junin
257,33,1,1,8,0,0,0,1,0,400,0,0,1,1,1,1,0,5,1,1,0,1,1,4,4,4,5,4,4,4,4,1,1,0,25.5,0,25.5,0,25.5,0,0,60,200,5,5,4,4,12000,500,500,600,400,500,100,1,1,1,1,1,3, Pio pata,1,3000,1,1,1,1,Junin
257,33,1,1,8,0,0,0,1,0,400,0,0,1,1,1,1,0,5,1,1,0,1,1,4,4,4,5,4,4,4,4,1,1,0,0,5.5,0,0,0,5.5,0,60,200,5,5,4,4,12000,500,500,600,400,500,100,1,1,1,1,1,3, Pio pata,1,3000,1,1,1,1,Junin
258,25,1,0,5,0,0,0,1,1,100,100,0,0,1,0,0,1,4,1,1,1,1,1,4,3,3,4,4,3,3,4,1,1,5.5,0,5.5,5.5,5.5,5.5,5.5,5.5,70,200,3,2,2,1,500,300,0,50,30,0,50,1,1,1,0,1,3, Incho,1,930,3,2,1,1,Huancayo
258,25,1,0,5,0,0,0,1,1,100,100,0,0,1,0,0,1,4,1,1,1,1,1,4,3,3,4,4,3,3,4,1,1,0,15.5,0,0,0,0,0,0,70,200,3,2,2,1,500,300,0,50,30,0,50,1,1,1,0,1,3, Incho,1,930,3,2,1,1,Huancayo
259,27,1,0,8,0,0,0,1,0,0,0,0,1,1,1,1,0,3,1,1,0,1,1,2,3,3,3,2,1,3,3,1,1,5.5,5.5,0,0,5.5,0,5.5,5.5,70,80,5,4,2,2,250000,500,300,150,50,20,0,1,1,1,1,3,3, Ciudad universitaria,1,1000,0,1,0,1,Junin
259,27,1,0,8,0,0,0,1,0,0,0,0,1,1,1,1,0,3,1,1,0,1,1,2,3,3,3,2,1,3,3,1,1,0,0,15.5,0,0,15.5,0,0,70,80,5,4,2,2,250000,500,300,150,50,20,0,1,1,1,1,3,3, Ciudad universitaria,1,1000,0,1,0,1,Junin
259,27,1,0,8,0,0,0,1,0,0,0,0,1,1,1,1,0,3,1,1,0,1,1,2,3,3,3,2,1,3,3,1,1,0,0,0,25.5,0,0,0,0,70,80,5,4,2,2,250000,500,300,150,50,20,0,1,1,1,1,3,3, Ciudad universitaria,1,1000,0,1,0,1,Junin
260,24,1,0,6,0,0,0,1,1,200,0,0,1,1,1,1,1,3,1,1,1,1,1,3,4,4,4,4,3,3,4,1,1,15.5,15.5,0,0,15.5,15.5,15.5,15.5,70,600,5,4,2,2,70000,500,200,200,200,100,50,1,0,0,1,1,1, Yanama,3,4000,1,2,1,3,Junin
260,24,1,0,6,0,0,0,1,1,200,0,0,1,1,1,1,1,3,1,1,1,1,1,3,4,4,4,4,3,3,4,1,1,0,0,25.5,25.5,0,0,0,0,70,600,5,4,2,2,70000,500,200,200,200,100,50,1,0,0,1,1,1, Yanama,3,4000,1,2,1,3,Junin
261,25,0,1,6,0,1,0,1,1,2000,2000,1,1,1,1,2,1,5,1,1,0,1,1,4,4,4,5,4,3,4,4,1,1,25.5,0,0,0,0,0,0,0,200,1800,5,1,3,4,360000,1200,200,300,6000,100,200,1,1,0,0,2,2, Pishupyacun,0,3000,0,3,2,4,Junin
261,25,0,1,6,0,1,0,1,1,2000,2000,1,1,1,1,2,1,5,1,1,0,1,1,4,4,4,5,4,3,4,4,1,1,0,15.5,15.5,0,0,0,15.5,0,200,1800,5,1,3,4,360000,1200,200,300,6000,100,200,1,1,0,0,2,2, Pishupyacun,0,3000,0,3,2,4,Junin
261,25,0,1,6,0,1,0,1,1,2000,2000,1,1,1,1,2,1,5,1,1,0,1,1,4,4,4,5,4,3,4,4,1,1,0,0,0,45,45,45,0,45,200,1800,5,1,3,4,360000,1200,200,300,6000,100,200,1,1,0,0,2,2, Pishupyacun,0,3000,0,3,2,4,Junin
262,25,1,1,8,0,1,1,1,1,500,1000,0,0,0,0,0,0,4,1,1,1,1,1,3,3,3,4,3,3,4,4,1,1,15.5,0,0,15.5,0,15.5,0,15.5,120,100,5,5,3,4,300000,2000,1000,3000,1000,1000,500,0,1,1,0,1,3, Saños chico,3,9000,1,3,1,1,Junin
262,25,1,1,8,0,1,1,1,1,500,1000,0,0,0,0,0,0,4,1,1,1,1,1,3,3,3,4,3,3,4,4,1,1,0,5.5,5.5,0,5.5,0,5.5,0,120,100,5,5,3,4,300000,2000,1000,3000,1000,1000,500,0,1,1,0,1,3, Saños chico,3,9000,1,3,1,1,Junin
263,27,1,1,10,0,1,0,1,0,1000,1000,0,0,1,1,0,0,5,1,1,0,1,1,4,4,3,4,4,4,4,4,1,1,25.5,25.5,0,0,25.5,0,0,0,120,100,5,4,0,1,150,1000,500,500,200,600,350,1,1,1,0,2,3, Saños grande,4,4000,0,3,3,1,Junin
263,27,1,1,10,0,1,0,1,0,1000,1000,0,0,1,1,0,0,5,1,1,0,1,1,4,4,3,4,4,4,4,4,1,1,0,0,15.5,0,0,0,15.5,0,120,100,5,4,0,1,150,1000,500,500,200,600,350,1,1,1,0,2,3, Saños grande,4,4000,0,3,3,1,Junin
263,27,1,1,10,0,1,0,1,0,1000,1000,0,0,1,1,0,0,5,1,1,0,1,1,4,4,3,4,4,4,4,4,1,1,0,0,0,45,0,45,0,45,120,100,5,4,0,1,150,1000,500,500,200,600,350,1,1,1,0,2,3, Saños grande,4,4000,0,3,3,1,Junin
264,27,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,4,4,4,4,1,1,25.5,0,0,25.5,0,0,0,0,70,800,2,4,3,3,200000,300,50,100,0,0,0,1,1,1,1,2,3, Jupavi,2,500,2,1,0,1,Junin
264,27,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,4,4,4,4,1,1,0,15.5,0,0,0,0,0,0,70,800,2,4,3,3,200000,300,50,100,0,0,0,1,1,1,1,2,3, Jupavi,2,500,2,1,0,1,Junin
264,27,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,4,4,4,4,4,4,4,1,1,0,0,5.5,0,5.5,5.5,5.5,5.5,70,800,2,4,3,3,200000,300,50,100,0,0,0,1,1,1,1,2,3, Jupavi,2,500,2,1,0,1,Junin
265,27,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,1,0,0,1,4,0,0,4,3,3,3,4,1,0,25.5,25.5,25.5,25.5,0,0,0,25.5,90,300,1,3,2,2,50000,800,0,750,300,160,0,0,0,1,1,2,1, Cerrito la libertad,2,2500,0,2,1,3,Junin
265,27,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,1,0,0,1,4,0,0,4,3,3,3,4,1,0,0,0,0,0,45,0,0,0,90,300,1,3,2,2,50000,800,0,750,300,160,0,0,0,1,1,2,1, Cerrito la libertad,2,2500,0,2,1,3,Junin
265,27,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,1,0,0,1,4,0,0,4,3,3,3,4,1,0,0,0,0,0,0,5.5,5.5,0,90,300,1,3,2,2,50000,800,0,750,300,160,0,0,0,1,1,2,1, Cerrito la libertad,2,2500,0,2,1,3,Junin
266,45,0,0,6,1,0,0,0,0,200,400,0,0,0,0,0,0,5,1,1,1,1,1,3,4,3,4,3,3,3,3,1,0,15.5,15.5,0,0,0,0,0,15.5,400,1000,5,1,2,3,300000,1500,300,0,200,100,100,1,1,1,0,1,3, Incho,3,3500,5,3,2,2,Lima
266,45,0,0,6,1,0,0,0,0,200,400,0,0,0,0,0,0,5,1,1,1,1,1,3,4,3,4,3,3,3,3,1,0,0,0,25.5,25.5,25.5,25.5,25.5,0,400,1000,5,1,2,3,300000,1500,300,0,200,100,100,1,1,1,0,1,3, Incho,3,3500,5,3,2,2,Lima
267,51,0,0,4,0,1,0,1,0,150,0,0,0,1,1,0,0,5,1,1,1,1,1,2,3,3,4,4,2,2,3,1,0,15.5,0,0,15.5,0,15.5,0,0,100,500,5,2,2,2,590000,700,0,0,150,100,50,1,0,1,0,2,3, Tres esquinas,2,1000,0,0,2,1,Pasco
267,51,0,0,4,0,1,0,1,0,150,0,0,0,1,1,0,0,5,1,1,1,1,1,2,3,3,4,4,2,2,3,1,0,0,25.5,0,0,25.5,0,0,0,100,500,5,2,2,2,590000,700,0,0,150,100,50,1,0,1,0,2,3, Tres esquinas,2,1000,0,0,2,1,Pasco
267,51,0,0,4,0,1,0,1,0,150,0,0,0,1,1,0,0,5,1,1,1,1,1,2,3,3,4,4,2,2,3,1,0,0,0,5.5,0,0,0,5.5,5.5,100,500,5,2,2,2,590000,700,0,0,150,100,50,1,0,1,0,2,3, Tres esquinas,2,1000,0,0,2,1,Pasco
268,50,0,1,5,0,0,1,1,0,500,400,0,0,0,0,1,0,3,1,1,0,0,1,4,0,0,4,4,4,4,4,1,1,15.5,15.5,0,15.5,0,0,0,0,100,100,5,5,2,1,20,200,200,200,200,100,100,0,0,0,0,1,2, Auray,2,800,1,3,4,2,Junin
268,50,0,1,5,0,0,1,1,0,500,400,0,0,0,0,1,0,3,1,1,0,0,1,4,0,0,4,4,4,4,4,1,1,0,0,5.5,0,5.5,5.5,5.5,5.5,100,100,5,5,2,1,20,200,200,200,200,100,100,0,0,0,0,1,2, Auray,2,800,1,3,4,2,Junin
269,67,0,1,8,0,1,0,1,0,100,0,0,1,0,0,1,0,5,1,1,0,1,1,3,3,3,4,3,4,3,4,1,1,15.5,15.5,0,0,0,0,0,0,400,1000,5,1,4,1,500000,900,100,300,600,500,50,1,1,1,1,4,3, Ciudad universitaria,4,2600,0,0,0,1,Junin
